Name,Year of Release,Genres,Rating,Actors,Director,Description,Image
Fast Charlie,2023,Action Crime Drama ,6.2,PierceBrosnan MorenaBaccarin JamesCaan ,PhillipNoyce,"Charlie Swift is a fixer with a problem: the thug he's whacked is missing his head and Charlie will only be paid if the body can be identified. Enter Marcie Kramer, the victim's ex-wife and a woman with all the skills Charlie needs.","https://m.media-amazon.com/images/M/MV5BNGVlZDAyNjYtMjBkNi00MWJhLTliOWUtZTI1NzFjYWY1ZDQxXkEyXkFqcGdeQXVyNzc3MDg1NTM@._V1_QL75_UY107_CR0,0,72,107_.jpg"
Enemy,2013,Drama Mystery Thriller ,6.9,JakeGyllenhaal MélanieLaurent SarahGadon ,DenisVilleneuve,A man seeks out his exact look-alike after spotting him in a movie.,"https://m.media-amazon.com/images/M/MV5BMTQ2NzA5NjE4N15BMl5BanBnXkFtZTgwMjQ4NzMxMTE@._V1_QL75_UY107_CR0,0,72,107_.jpg"
Sense and Sensibility,1995,Drama Romance ,7.7,EmmaThompson KateWinslet JamesFleet ,AngLee,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.","https://m.media-amazon.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@._V1_QL75_UX72_CR0,1,72,107_.jpg"
The Banshees of Inisherin,2022,Comedy Drama ,7.7,ColinFarrell BrendanGleeson KerryCondon ,MartinMcDonagh,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.","https://m.media-amazon.com/images/M/MV5BM2NlZDI0ZDktNTg5OS00ZjQ1LWI4MDEtN2I0MDE5NWRiNzA4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX72_CR0,2,72,107_.jpg"
Jumanji: Welcome to the Jungle,2017,Action Adventure Comedy ,6.9,DwayneJohnson KarenGillan KevinHart ,JakeKasdan,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.","https://m.media-amazon.com/images/M/MV5BODQ0NDhjYWItYTMxZi00NTk2LWIzNDEtOWZiYWYxZjc2MTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Pretty Woman,1990,Comedy Romance ,7.1,RichardGere JuliaRoberts JasonAlexander ,GarryMarshall,"A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.","https://m.media-amazon.com/images/M/MV5BNjk2ODQzNDYxNV5BMl5BanBnXkFtZTgwMTcyNDg4NjE@._V1_QL75_UX72_CR0,1,72,107_.jpg"
Wicked,2024,Fantasy Musical Romance ,,,,"After two decades as one of the most beloved and enduring musicals on the stage, Wicked makes its long-awaited journey to the big screen as a spectacular, generation-defining cinematic event this holiday season.","https://m.media-amazon.com/images/M/MV5BMzczZWJjYTgtM2UyMC00NDMzLWJhMzItYWRlOGI1YmNlZmViXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX72_CR0,4,72,107_.jpg"
Freeway,1996,Crime Drama Thriller ,6.8,ReeseWitherspoon KieferSutherland BokeemWoodbine ,MatthewBright,"A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadistic, serial killer and pedophile.","https://m.media-amazon.com/images/M/MV5BNTUxMTExODctNTE4Yy00MWNhLWJjN2MtMzcyYjUyZDBkNzM2XkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_QL75_UY107_CR4,0,72,107_.jpg"
Trainspotting,1996,Drama ,8.1,EwanMcGregor EwenBremner JonnyLeeMiller ,DannyBoyle,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.","https://m.media-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX72_CR0,0,72,107_.jpg"
King Kong,2005,Action Adventure Romance ,7.2,NaomiWatts JackBlack AdrienBrody ,PeterJackson,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.","https://m.media-amazon.com/images/M/MV5BMjYxYmRlZWYtMzAwNC00MDA1LWJjNTItOTBjMzlhNGMzYzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Pretty Baby,1978,Drama ,6.5,BrookeShields KeithCarradine SusanSarandon ,LouisMalle,A preteen girl lives as a prostitute in New Orleans in 1917.,"https://m.media-amazon.com/images/M/MV5BNGZmNzBlZmItMDZjNC00YmIxLWI3OGYtZjViNjE3MzkwZjBlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX72_CR0,2,72,107_.jpg"
Hacksaw Ridge,2016,Biography Drama History ,8.1,AndrewGarfield SamWorthington LukeBracey ,MelGibson,"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.","https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_QL75_UX72_CR0,2,72,107_.jpg"
Braveheart,1995,Biography Drama War ,8.3,MelGibson SophieMarceau PatrickMcGoohan ,MelGibson,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,"https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY107_CR0,0,72,107_.jpg"
The Truman Show,1998,Comedy Drama ,8.2,JimCarrey EdHarris LauraLinney ,PeterWeir,An insurance salesman discovers his whole life is actually a reality TV show.,"https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Grown Ups,2010,Comedy ,6,AdamSandler SalmaHayek KevinJames ,DennisDugan,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.","https://m.media-amazon.com/images/M/MV5BMjA0ODYwNzU5Nl5BMl5BanBnXkFtZTcwNTI1MTgxMw@@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Inside Out,2015,Animation Adventure Comedy ,8.1,AmyPoehler BillHader LewisBlack ,PeteDocter,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.","https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_QL75_UX72_CR0,0,72,107_.jpg"
The Whale,2022,Drama ,7.7,BrendanFraser SadieSink TySimpkins ,DarrenAronofsky,"A reclusive, morbidly obese English teacher attempts to reconnect with his estranged teenage daughter.","https://m.media-amazon.com/images/M/MV5BZDQ4Njg4YTctNGZkYi00NWU1LWI4OTYtNmNjOWMyMjI1NWYzXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UY107_CR1,0,72,107_.jpg"
Mulholland Drive,2001,Drama Mystery Thriller ,7.9,NaomiWatts LauraHarring JustinTheroux ,DavidLynch,"After a car wreck on Mulholland Drive renders a woman amnesiac, she and a Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.","https://m.media-amazon.com/images/M/MV5BYTRiMzg4NDItNTc3Zi00NjBjLTgwOWYtOGZjMTFmNGU4ODY4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Planet of the Apes,2001,Action Adventure Sci-Fi ,5.7,MarkWahlberg HelenaBonhamCarter TimRoth ,TimBurton,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.","https://m.media-amazon.com/images/M/MV5BY2RlMDhlY2MtMjQ1Zi00NzI5LTgxOTgtZjliNWMzYTY3NWZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX72_CR0,1,72,107_.jpg"
Enemy Mine,1985,Action Adventure Drama ,6.8,DennisQuaid LouisGossettJr. BrionJames ,WolfgangPetersen,"During a long space war, the lives of two wounded enemies become dependent on their ability to forgive and to trust.","https://m.media-amazon.com/images/M/MV5BZjRhMDI3YTEtZjNhNC00OGQwLWE1M2EtODVkNmIxZWQwYjIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX72_CR0,1,72,107_.jpg"
Kingsman: The Secret Service,2014,Action Adventure Comedy ,7.7,ColinFirth TaronEgerton SamuelL.Jackson ,MatthewVaughn,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.","https://m.media-amazon.com/images/M/MV5BYTM3ZTllNzItNTNmOS00NzJiLTg1MWMtMjMxNDc0NmJhODU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX72_CR0,1,72,107_.jpg"
Passengers,2016,Drama Romance Sci-Fi ,7,JenniferLawrence ChrisPratt MichaelSheen ,MortenTyldum,A malfunction in a sleeping pod on a spacecraft traveling to a distant colony planet wakes one passenger 90 years early.,"https://m.media-amazon.com/images/M/MV5BZjk4ZTMwMTYtOTk1NC00OTA0LWFhMGYtZTBjMzViMDY2YWZjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX72_CR0,0,72,107_.jpg"
The Help,2011,Drama ,8.1,ViolaDavis EmmaStone OctaviaSpencer ,TateTaylor,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.","https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Les Misérables,2012,Drama Musical Romance ,7.5,HughJackman RussellCrowe AnneHathaway ,TomHooper,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.","https://m.media-amazon.com/images/M/MV5BNWZhNGM1ZTItYTg4Zi00MTE2LTg5MjYtYjdmYmZkNTVmYTQwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX72_CR0,0,72,107_.jpg"
The Witch,2015,Drama Fantasy Horror ,7,AnyaTaylor-Joy RalphIneson KateDickie ,RobertEggers,"A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.","https://m.media-amazon.com/images/M/MV5BMTUyNzkwMzAxOF5BMl5BanBnXkFtZTgwMzc1OTk1NjE@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Triangle of Sadness,2022,Comedy Drama ,7.3,ThobiasThorwid HarrisDickinson CharlbiDean ,RubenÖstlund,A fashion model celebrity couple join an eventful cruise for the super-rich.,"https://m.media-amazon.com/images/M/MV5BNDRiZjc0ZDMtMjhlYi00ZjAzLTg0MDQtZDI2NGEyYTBlN2M2XkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_QL75_UX72_CR0,0,72,107_.jpg"
Galaxy Quest,1999,Adventure Comedy Sci-Fi ,7.4,TimAllen SigourneyWeaver AlanRickman ,DeanParisot,"The alumni cast of a space opera television series have to play their roles as the real thing when an alien race needs their help. However, they also have to defend both Earth and the alien race from a reptilian warlord.","https://m.media-amazon.com/images/M/MV5BNmZlNTY5YjQtZTU5ZC00MzcyLWI1NDMtNjA0ZjQxMmQwYjJmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY107_CR2,0,72,107_.jpg"
The Age of Adaline,2015,Drama Fantasy Romance ,7.2,BlakeLively MichielHuisman HarrisonFord ,LeeTolandKrieger,"A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.","https://m.media-amazon.com/images/M/MV5BMTAzMTQzMTA2MjheQTJeQWpwZ15BbWU4MDk2MTg2MzUx._V1_QL75_UX72_CR0,1,72,107_.jpg"
Jesus Christ Superstar,1973,Drama History Musical ,7.4,TedNeeley CarlAnderson YvonneElliman ,NormanJewison,"Film version of the musical stage play, presenting the last few weeks of Christ's life told in an anachronistic manner.","https://m.media-amazon.com/images/M/MV5BOTdkZmUwN2EtMDFjYi00ODMzLWI1MWYtYzU0NzYxZTk5NDk2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX72_CR0,1,72,107_.jpg"
Idiocracy,2006,Adventure Comedy Sci-Fi ,6.5,LukeWilson MayaRudolph DaxShepard ,MikeJudge,"Corporal Joe Bauers, a decisively average American, is selected as a guinea pig for a top-secret hibernation program. He is forgotten and left to awaken to a future so incredibly moronic that he's easily the most intelligent person alive.","https://m.media-amazon.com/images/M/MV5BMWQ4MzI2ZDQtYjk3MS00ODdjLTkwN2QtOTBjYzIwM2RmNzgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY107_CR0,0,72,107_.jpg"
Knox Goes Away,2023,Thriller ,7,RayMcKinnon CassieMoronez PaulPerri ,MichaelKeaton,"When a contract killer has a rapidly evolving form of dementia, he is offered an opportunity to redeem himself by saving the life of his estranged adult son.","https://m.media-amazon.com/images/M/MV5BN2NjN2E3ZGEtZGNiNy00ZGJhLTg5NzUtMWQzNTc0ZTNlZmUxXkEyXkFqcGdeQXVyMTcxODA1OTU3._V1_QL75_UX72_CR0,2,72,107_.jpg"
Lady Bird,2017,Comedy Drama ,7.4,SaoirseRonan LaurieMetcalf TracyLetts ,GretaGerwig,"In 2002, an artistically inclined 17-year-old girl comes of age in Sacramento, California.","https://m.media-amazon.com/images/M/MV5BODhkZGE0NDQtZDc0Zi00YmQ4LWJiNmUtYTY1OGM1ODRmNGVkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY107_CR0,0,72,107_.jpg"
Harry Potter and the Prisoner of Azkaban,2004,Adventure Family Fantasy ,7.9,DanielRadcliffe EmmaWatson RupertGrint ,AlfonsoCuarón,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.","https://m.media-amazon.com/images/M/MV5BMTY4NTIwODg0N15BMl5BanBnXkFtZTcwOTc0MjEzMw@@._V1_QL75_UY107_CR0,0,72,107_.jpg"
Sisu,2022,Action War ,6.9,JormaTommila AkselHennie JackDoolan ,JalmariHelander,"When an ex-soldier who discovers gold in the Lapland wilderness tries to take the loot into the city, Nazi soldiers led by a brutal SS officer battle him.","https://m.media-amazon.com/images/M/MV5BMWYwMzNkOWEtNjA3YS00YjE5LTlkMjYtMmRjMjExNjA1NDM0XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_QL75_UX72_CR0,0,72,107_.jpg"
The Truth vs. Alex Jones,2024,Documentary Crime ,7.4,AlexJones RussellDowden RobJacobson ,DanReed,"Centers on families of the victims of the 2012 Sandy Hook shooting. They take Alex Jones, a conspiracy theorist, to court for spreading lies about the event being a hoax.","https://m.media-amazon.com/images/M/MV5BOTRiM2E3NzMtMjMyYi00YTlhLTgwMTUtNGM1NjkzZjI4M2I3XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX72_CR0,0,72,107_.jpg"
A League of Their Own,1992,Comedy Drama Sport ,7.3,TomHanks GeenaDavis LoriPetty ,PennyMarshall,Two sisters join the first female professional baseball league and struggle to help it succeed amid their own growing rivalry.,"https://m.media-amazon.com/images/M/MV5BNjQ1NTQyYjktZDc5My00NDA1LWI1NmItY2ViNjQ0NDk4NmRjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Michael,2025,Biography Drama History ,,,,"The story of the famous musician Michael Jackson, known as the King of Pop.","https://m.media-amazon.com/images/M/MV5BZTg0NmEwYWItZGEzYy00Zjc0LTllZWUtMzAwMzI2MTc0OTAzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX72_CR0,1,72,107_.jpg"
Casablanca,1942,Drama Romance War ,8.5,HumphreyBogart IngridBergman PaulHenreid ,MichaelCurtiz,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,"https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_QL75_UX72_CR0,1,72,107_.jpg"
The Last Voyage of the Demeter,2023,Fantasy Horror ,6.1,CoreyHawkins AislingFranciosi LiamCunningham ,AndréØvredal,A crew sailing from Varna (Bulgaria) by the Black Sea to England find that they are carrying very dangerous cargo.,"https://m.media-amazon.com/images/M/MV5BOTljMzRkNDItNjYxYS00ODA4LThiZjYtMjI0MTFjODlmMGJmXkEyXkFqcGdeQXVyNzU0NzQxNTE@._V1_QL75_UX72_CR0,0,72,107_.jpg"
300,2006,Action Drama ,7.6,GerardButler LenaHeadey DavidWenham ,ZackSnyder,"In the ancient battle of Thermopylae, King Leonidas and 300 Spartans fight against Xerxes and his massive Persian army. They face insurmountable odds when they are betrayed by a Spartan reject.","https://m.media-amazon.com/images/M/MV5BMjc4OTc0ODgwNV5BMl5BanBnXkFtZTcwNjM1ODE0MQ@@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Jackie Brown,1997,Crime Drama Thriller ,7.5,PamGrier SamuelL.Jackson RobertForster ,QuentinTarantino,"A flight attendant with a criminal past gets nabbed by the ATF for smuggling. Under pressure to become an informant against the illegal arms dealer she works for, she must find a way to secure her future without getting killed.","https://m.media-amazon.com/images/M/MV5BNmY5ODRmYTItNWU0Ni00MWE3LTgyYzUtYjZlN2Q5YTcyM2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY107_CR0,0,72,107_.jpg"
Good Luck Chuck,2007,Comedy Romance ,5.6,DaneCook JessicaAlba DanFogler ,MarkHelfrich,"In order to keep the woman of his dreams from falling for another guy, Charlie Logan has to break the curse that has made him wildly popular with single women: Sleep with Charlie once, and the next man you meet will be your true love.","https://m.media-amazon.com/images/M/MV5BMTU1NzM1MTE1OV5BMl5BanBnXkFtZTYwNDQyMjU3._V1_QL75_UX72_CR0,0,72,107_.jpg"
Black Swan,2010,Drama Thriller ,8,NataliePortman MilaKunis VincentCassel ,DarrenAronofsky,"Nina is a talented but unstable ballerina on the verge of stardom. Pushed to the breaking point by her artistic director and a seductive rival, Nina's grip on reality slips, plunging her into a waking nightmare.","https://m.media-amazon.com/images/M/MV5BNzY2NzI4OTE5MF5BMl5BanBnXkFtZTcwMjMyNDY4Mw@@._V1_QL75_UX72_CR0,0,72,107_.jpg"
The Great Gatsby,2013,Drama Romance ,7.2,LeonardoDiCaprio CareyMulligan JoelEdgerton ,BazLuhrmann,"A writer and wall street trader, Nick Carraway, finds himself drawn to the past and lifestyle of his mysterious millionaire neighbor, Jay Gatsby, amid the riotous parties of the Jazz Age.","https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_QL75_UX72_CR0,1,72,107_.jpg"
Death Proof,2007,Action Thriller ,7,KurtRussell ZoëBell RosarioDawson ,QuentinTarantino,"Two separate sets of voluptuous women are stalked at different times by a scarred stuntman who uses his ""death proof"" cars to execute his murderous plans.","https://m.media-amazon.com/images/M/MV5BYTdmZmY3Y2QtNjU5NC00OGUxLTg3MWQtMmE2ODM5Mzg3MzcyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY107_CR2,0,72,107_.jpg"
Tropic Thunder,2008,Action Comedy War ,7.1,BenStiller JackBlack RobertDowneyJr. ,BenStiller,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.","https://m.media-amazon.com/images/M/MV5BNDE5NjQzMDkzOF5BMl5BanBnXkFtZTcwODI3ODI3MQ@@._V1_QL75_UY107_CR2,0,72,107_.jpg"
Jojo Rabbit,2019,Comedy Drama War ,7.9,RomanGriffinDavis ThomasinMcKenzie ScarlettJohansson ,TaikaWaititi,A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.,"https://m.media-amazon.com/images/M/MV5BZjU0Yzk2MzEtMjAzYy00MzY0LTg2YmItM2RkNzdkY2ZhN2JkXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_QL75_UX72_CR0,1,72,107_.jpg"
Transformers: Rise of the Beasts,2023,Action Adventure Sci-Fi ,6,AnthonyRamos DominiqueFishback LunaLaurenVelez ,StevenCapleJr.,"During the '90s, a new faction of Transformers - the Maximals - join the Autobots as allies in the battle for Earth.","https://m.media-amazon.com/images/M/MV5BZTNiNDA4NmMtNTExNi00YmViLWJkMDAtMDAxNmRjY2I2NDVjXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX72_CR0,0,72,107_.jpg"
Hidden,2015,Horror Sci-Fi Thriller ,6.4,AlexanderSkarsgård AndreaRiseborough EmilyAlynLind ,MattDuffer,A family takes refuge in a bomb shelter to avoid a dangerous outbreak.,"https://m.media-amazon.com/images/M/MV5BM2Q2ZGQyOTAtMWYzYi00YzdiLWJlOGUtMmMyZWExMzc4Nzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY107_CR2,0,72,107_.jpg"
Red Right Hand,2024,Action Thriller ,5.4,OrlandoBloom AndieMacDowell GarretDillahunt ,EshomNelms,"Cash is trying to live an honest and quiet life, but when Big Cat forces him back into her services, he proves capable of anything to protect the town and the only family he has left.","https://m.media-amazon.com/images/M/MV5BZmY5YjQ3NjYtNjBhZS00NWE3LTkyODMtZGM4ZWYwYmY1ODk5XkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UX72_CR0,0,72,107_.jpg"
Ocean's Eight,2018,Action Comedy Crime ,6.3,SandraBullock CateBlanchett AnneHathaway ,GaryRoss,Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's annual Met Gala.,"https://m.media-amazon.com/images/M/MV5BMjAyNDEyMzc4Ml5BMl5BanBnXkFtZTgwMjEzNjM0NTM@._V1_QL75_UX72_CR0,0,72,107_.jpg"
